Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
740,60,3.0,65.0,9313,1.0,2.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7,5,2004,2004,1.0,1.0,12.0,13.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0,5.0,0,864,864,1.0,0.0,1.0,4.0,864,864,0,1728,0,0,2,1,3,1,2.0,7,6.0,0,5.0,1.0,2004.0,1.0,2,572,4.0,4.0,2.0,187,56,0,0,0,0,3.0,4.0,4.0,0,4,2009,8.0,4.0,190000
783,20,3.0,67.0,16285,1.0,2.0,1.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7,5,2001,2002,1.0,1.0,12.0,13.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0,5.0,0,1413,1413,1.0,0.0,1.0,4.0,1430,0,0,1430,0,0,2,0,3,1,2.0,6,6.0,0,5.0,1.0,2001.0,1.0,2,605,4.0,4.0,2.0,0,33,0,0,0,0,3.0,4.0,4.0,0,6,2009,8.0,4.0,187100
828,20,3.0,65.0,8529,1.0,2.0,0.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,2.0,7,5,2001,2001,1.0,1.0,12.0,13.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,20,5.0,0,1434,1454,1.0,0.0,1.0,4.0,1434,0,0,1434,0,0,2,0,3,1,2.0,6,6.0,1,4.0,1.0,2001.0,1.0,2,527,4.0,4.0,2.0,290,39,0,0,0,0,3.0,4.0,4.0,0,4,2009,8.0,4.0,189000
872,60,3.0,70.0,8750,1.0,2.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,6,5,1998,1998,1.0,1.0,12.0,13.0,1.0,116.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,505,5.0,0,299,804,1.0,0.0,1.0,4.0,804,878,0,1682,0,0,2,1,3,1,2.0,7,6.0,0,5.0,1.0,1998.0,1.0,2,523,4.0,4.0,2.0,0,77,0,0,0,0,3.0,4.0,4.0,0,6,2010,8.0,4.0,200500
949,60,3.0,65.0,14006,1.0,2.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7,5,2002,2002,1.0,1.0,12.0,13.0,1.0,144.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,0,5.0,0,936,936,1.0,0.0,1.0,4.0,936,840,0,1776,0,0,2,1,3,1,2.0,7,6.0,1,4.0,1.0,2002.0,1.0,2,474,4.0,4.0,2.0,144,96,0,0,0,0,3.0,4.0,4.0,0,2,2006,8.0,4.0,192500
950,20,3.0,78.0,9360,1.0,2.0,3.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,2.0,6,7,1972,2006,3.0,1.0,9.0,10.0,3.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,982,5.0,0,179,1161,1.0,4.0,1.0,4.0,1381,0,0,1381,1,0,1,1,3,1,2.0,5,6.0,1,4.0,1.0,1972.0,1.0,2,676,4.0,4.0,2.0,0,0,0,0,0,0,3.0,4.0,4.0,0,3,2010,8.0,4.0,197500
959,20,3.0,65.0,8450,1.0,2.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7,5,2003,2003,1.0,1.0,12.0,13.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,699,5.0,0,638,1337,1.0,0.0,1.0,4.0,1337,0,0,1337,1,0,2,0,3,1,2.0,6,6.0,0,5.0,1.0,2003.0,1.0,2,531,4.0,4.0,2.0,0,39,0,0,0,0,3.0,4.0,4.0,0,10,2007,8.0,4.0,185000
1067,60,3.0,59.0,7837,1.0,2.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6,7,1993,1994,1.0,1.0,12.0,13.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0,5.0,0,799,799,1.0,2.0,1.0,4.0,799,772,0,1571,0,0,2,1,3,1,3.0,7,6.0,1,4.0,1.0,1993.0,1.0,2,380,4.0,4.0,2.0,0,40,0,0,0,0,3.0,4.0,4.0,0,5,2009,8.0,4.0,178000
1134,60,3.0,80.0,9828,1.0,2.0,0.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,8,5,1995,1995,1.0,1.0,12.0,13.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,584,5.0,0,544,1128,1.0,0.0,1.0,4.0,1142,878,0,2020,0,0,2,1,3,1,2.0,8,6.0,1,4.0,1.0,1995.0,1.0,2,466,4.0,4.0,2.0,0,155,0,0,0,0,3.0,4.0,4.0,0,6,2009,8.0,4.0,239500
1189,60,3.0,68.0,8935,1.0,2.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7,5,2002,2002,1.0,1.0,12.0,13.0,1.0,95.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0,5.0,0,831,831,1.0,0.0,1.0,4.0,831,829,0,1660,0,0,2,1,3,1,2.0,7,6.0,0,5.0,1.0,2002.0,1.0,2,493,4.0,4.0,2.0,144,68,0,0,0,0,3.0,4.0,4.0,0,7,2009,8.0,4.0,195000
1199,20,3.0,70.0,9100,1.0,2.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7,5,2001,2001,1.0,1.0,12.0,13.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0,5.0,0,1212,1212,1.0,0.0,1.0,4.0,1212,0,0,1212,0,0,2,0,3,1,2.0,6,6.0,0,5.0,1.0,2001.0,1.0,2,573,4.0,4.0,2.0,356,0,0,0,0,0,3.0,4.0,4.0,0,6,2009,8.0,4.0,178000
1241,60,3.0,65.0,8158,1.0,2.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7,5,2003,2003,1.0,1.0,12.0,13.0,1.0,252.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,550,5.0,0,334,884,1.0,0.0,1.0,4.0,884,884,0,1768,1,0,2,1,3,1,2.0,8,6.0,0,5.0,1.0,2003.0,1.0,2,543,4.0,4.0,2.0,0,63,0,0,0,0,3.0,4.0,4.0,0,7,2008,8.0,4.0,224900
1281,20,3.0,67.0,9808,1.0,2.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7,5,2002,2002,1.0,1.0,12.0,13.0,1.0,110.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,788,5.0,0,785,1573,1.0,0.0,1.0,4.0,1573,0,0,1573,1,0,2,0,3,1,2.0,6,6.0,0,5.0,1.0,2002.0,1.0,2,544,4.0,4.0,2.0,0,72,0,0,0,0,3.0,4.0,4.0,0,3,2009,8.0,4.0,227000
1323,60,3.0,107.0,10186,1.0,2.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,7,5,1992,1992,1.0,1.0,6.0,6.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,674,5.0,0,76,750,1.0,0.0,1.0,4.0,1061,862,0,1923,1,0,2,1,3,1,2.0,8,6.0,1,4.0,1.0,1992.0,1.0,2,564,4.0,4.0,2.0,240,39,0,0,0,0,3.0,4.0,4.0,0,6,2010,8.0,4.0,190000
1411,60,3.0,79.0,12420,1.0,2.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7,5,2001,2001,1.0,1.0,12.0,13.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,666,5.0,0,278,944,1.0,0.0,1.0,4.0,944,896,0,1840,1,0,2,1,3,1,2.0,6,6.0,0,5.0,1.0,2001.0,1.0,2,622,4.0,4.0,2.0,0,45,0,0,0,0,3.0,4.0,4.0,0,6,2009,8.0,4.0,230000
1427,60,3.0,81.0,10944,1.0,2.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,7,5,1994,1994,1.0,1.0,12.0,13.0,1.0,448.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1000,5.0,0,223,1223,1.0,0.0,1.0,4.0,1223,904,0,2127,1,0,2,1,3,1,2.0,5,6.0,2,4.0,1.0,1994.0,1.0,2,525,4.0,4.0,2.0,171,132,0,0,0,0,3.0,4.0,4.0,0,8,2008,8.0,4.0,271000
1448,60,3.0,80.0,10000,1.0,2.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,8,5,1995,1996,1.0,1.0,12.0,13.0,1.0,438.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1079,5.0,0,141,1220,1.0,0.0,1.0,4.0,1220,870,0,2090,1,0,2,1,3,1,2.0,8,6.0,1,4.0,1.0,1995.0,1.0,2,556,4.0,4.0,2.0,0,65,0,0,0,0,3.0,4.0,4.0,0,12,2007,8.0,4.0,240000
1456,60,3.0,62.0,7917,1.0,2.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6,5,1999,2000,1.0,1.0,12.0,13.0,3.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0,5.0,0,953,953,1.0,0.0,1.0,4.0,953,694,0,1647,0,0,2,1,3,1,3.0,7,6.0,1,4.0,1.0,1999.0,1.0,2,460,4.0,4.0,2.0,0,40,0,0,0,0,3.0,4.0,4.0,0,8,2007,8.0,4.0,175000
